review,rating,source,review_clean,language,sentiment_score,sentiment_label
"This only our 3rd visit to Bali but after trying a few different spots along the stretch of beach from Ku de Ta in Seminyak to Marriot at Legian in our view the beach directly in front of Chez Gado Gado is our favorite.
Water is clear, surf is good for beginners to intermediate, lounge chair hire for a pair is usually $50k per hour and surfboard hire the same.
The old guy selling Bintang, water and soft drinks will run a tab, the ice cream vendor calls past regularly and if you need cheap eats you have a good selection on the beach nearby or alternatively can go more upmarket with Gado Gado.
Contrastingly the Seminyak end near Ku de Ta has poor surf, the water is murky and contains quite a bit of rubbish and the beach vendors charge more saying... 'it is Seminyak'.
If you enjoy the beach and swimming/surfing and have teenagers the Gado Gado area is the spot for you.",,digital_tourism,this only our 3rd visit to bali but after trying a few different spots along the stretch of beach from ku de ta in seminyak to marriot at legian in our view the beach directly in front of chez gado gado is our favorite water is clear surf is good for beginners to intermediate lounge chair hire for a pair is usually 50k per hour and surfboard hire the same the old guy selling bintang water and soft drinks will run a tab the ice cream vendor calls past regularly and if you need cheap eats you have a good selection on the beach nearby or alternatively can go more upmarket with gado gado contrastingly the seminyak end near ku de ta has poor surf the water is murky and contains quite a bit of rubbish and the beach vendors charge more saying it is seminyak if you enjoy the beach and swimming surfing and have teenagers the gado gado area is the spot for you,en,0.0,neutral
"Simply amazing in every way. The style, calm, beauty, views and the friendliness and helpfulness of the lovely owner and her staff - we wouldn't stay anywhere else! Possibly the nicest place we've ever stayed, and we travel quite a bit. Our Room „the dragon room“ was immaculate and beautifully decorated, very charm full – would like my apartment at home to be decorated like this! The fresh and crisp pool surrounded by a deck to chill, cool down and soak up some sun. Great food, all super fresh and healthy and tasting amazing! The chef is excellent and all request are fulfilled. The hotel is also a great base to explore the north of Bali’s coast and it’s mountain area. Hope to be back soon!",5.0,bali_hotel,simply amazing in every way the style calm beauty views and the friendliness and helpfulness of the lovely owner and her staff we wouldn t stay anywhere else possibly the nicest place we ve ever stayed and we travel quite a bit our room the dragon room was immaculate and beautifully decorated very charm full would like my apartment at home to be decorated like this the fresh and crisp pool surrounded by a deck to chill cool down and soak up some sun great food all super fresh and healthy and tasting amazing the chef is excellent and all request are fulfilled the hotel is also a great base to explore the north of bali s coast and it s mountain area hope to be back soon,en,0.8107699751853943,positive
very relaxing because the hawkers aren't allowed there. Only downside was having to get the shuttle from the hotel,,digital_tourism,very relaxing because the hawkers aren t allowed there only downside was having to get the shuttle from the hotel,en,-0.5800207853317261,negative
"Just leaving a review for those coming here to check on animal care!
I don’t visit zoos/enclosures on principal due to animal treatment - but heard positive things about this sanctuary so decided to see!

The monkeys basically own the forest, not the people. They are happy, well fed and well looked after. There are no fences and can leave if they wish to! It’s a great place to check out the animals in a natural habitat even though they are quite tame! Definitely worth going to, to see a monkey or two :) even without the monkeys it’s a stunning small jungle forest in the middle of ubud - lovely to walk around.",,digital_tourism,just leaving a review for those coming here to check on animal care i don t visit zoos enclosures on principal due to animal treatment but heard positive things about this sanctuary so decided to see the monkeys basically own the forest not the people they are happy well fed and well looked after there are no fences and can leave if they wish to it s a great place to check out the animals in a natural habitat even though they are quite tame definitely worth going to to see a monkey or two even without the monkeys it s a stunning small jungle forest in the middle of ubud lovely to walk around,en,0.4900786578655243,positive
"Such an amazing zoo. The landscapes are magnificent but the animal encounters are also worth watching. 
Went in the morning, we have chance to enjoy the breakfast with Orang Utan. Massive selections of food, in the meantime you can take photos with Orang Utans, elephants, and birds. 
Staff are typical Balinese hospitality, makes you feel like home. 
Tickets are reasonable. The only zoo in Bali you are allowed to bring your own water and snacks. 
Very recommended!",,digital_tourism,such an amazing zoo the landscapes are magnificent but the animal encounters are also worth watching went in the morning we have chance to enjoy the breakfast with orang utan massive selections of food in the meantime you can take photos with orang utans elephants and birds staff are typical balinese hospitality makes you feel like home tickets are reasonable the only zoo in bali you are allowed to bring your own water and snacks very recommended,en,0.7552378177642822,positive
"Thanks to all the staff at the Mercure Bali Legian Hotel ! This is my first post for you guys, I thought it was time I wrote a review for you. I have been a regular visitor to your hotel since you opened, I think it is about 5yrs ago now but who’s counting, up to 6 times a year, staying for weeks on end. My wife and I feel it is our second home outside of Brisbane Australia. You treat us like family and give us the royal treatment each stay, it would be impossible to think of staying anywhere else. We travel a lot around the world but have never found a hotel like yours. Where do I start to thank individual staff members for your friendship over the years, you are all so special. So many good staff at one hotel it’s a credit to all of you. These are just a few that come to",5.0,bali_hotel,thanks to all the staff at the mercure bali legian hotel this is my first post for you guys i thought it was time i wrote a review for you i have been a regular visitor to your hotel since you opened i think it is about 5yrs ago now but who s counting up to times a year staying for weeks on end my wife and i feel it is our second home outside of brisbane australia you treat us like family and give us the royal treatment each stay it would be impossible to think of staying anywhere else we travel a lot around the world but have never found a hotel like yours where do i start to thank individual staff members for your friendship over the years you are all so special so many good staff at one hotel it s a credit to all of you these are just a few that come to,en,-0.39131787419319153,negative
"Our 2nd visit to the Forest but first with kids. They loved it and it is great to see them in action, playing, fighting and feeding but and it's a big but. The traffic is terrible the bananas you buy are 5x the price of the market up the road and you have to be wary as the monkeys are not all friendly.",,digital_tourism,our 2nd visit to the forest but first with kids they loved it and it is great to see them in action playing fighting and feeding but and it s a big but the traffic is terrible the bananas you buy are 5x the price of the market up the road and you have to be wary as the monkeys are not all friendly,en,-0.5405730605125427,negative
"Truly one of the most beautiful beaches I have seen. Looks amazing from the top, beautiful down the bottom. The beach is completely enclosed by high cliffs. The pathway down is extremely steep and rough. Don't even consider going down unless you are fit and agile. My family stayed up top to enjoy the amazing views while I went to the bottom. If you are brave  enough to reach the beach, it is definitely worth it! Beautiful water and sand, incredible scenery, could have stayed all day. Down wasn't hard for me, but the climb back up was tough. Loveliest beach on the island imo. Don't miss it.",,digital_tourism,truly one of the most beautiful beaches i have seen looks amazing from the top beautiful down the bottom the beach is completely enclosed by high cliffs the pathway down is extremely steep and rough don t even consider going down unless you are fit and agile my family stayed up top to enjoy the amazing views while i went to the bottom if you are brave enough to reach the beach it is definitely worth it beautiful water and sand incredible scenery could have stayed all day down wasn t hard for me but the climb back up was tough loveliest beach on the island imo don t miss it,en,0.7009567618370056,positive
Great beach very clean and great to swim in. Can get anything in the beach to do such as jet sky etc.. you don't get bugged by the local sellers.,,digital_tourism,great beach very clean and great to swim in can get anything in the beach to do such as jet sky etc you don t get bugged by the local sellers,en,0.7071882486343384,positive
We stayed for 2 weeks 12 minutes walk away from the beach at Kudeta Beach Club. Each time we came out on the beach it did not cease to amaze. We walked in the shallows most mornings and evenings and it was clean....so much cleaner than the very public beach of Kuta (Legian) which we did once at the end of our stay. In Seminyak there seem to be more expatriates who live in the area and try to keep this beach clean. One would see them walking along picking up bits of rubbish (not that there ever was that much to pick up). I enjoyed the beach at low and high tide and anywhere in between. Also the beach sellers (which we met near sunset) are a friendly bunch.,,digital_tourism,we stayed for weeks minutes walk away from the beach at kudeta beach club each time we came out on the beach it did not cease to amaze we walked in the shallows most mornings and evenings and it was clean so much cleaner than the very public beach of kuta legian which we did once at the end of our stay in seminyak there seem to be more expatriates who live in the area and try to keep this beach clean one would see them walking along picking up bits of rubbish not that there ever was that much to pick up i enjoyed the beach at low and high tide and anywhere in between also the beach sellers which we met near sunset are a friendly bunch,en,-0.40248236060142517,negative
"For 40,000 rupiah (3-4$usd), it's a must do if you are in Ubud. We went when they opened at 0830 and monkeys were everywhere minding their own business and eating as food is passed out. We were able to take photos of monkeys up close with no problems. However, the monkeys can get close and aggressive if you have food. A monkey climbed onto me for bananas. A small batch of bananas is 20k and a big batch was 50k. Warning, there was an ubiquitous amount of mosquitos everywhere. Must go.",,digital_tourism,for rupiah usd it s a must do if you are in ubud we went when they opened at and monkeys were everywhere minding their own business and eating as food is passed out we were able to take photos of monkeys up close with no problems however the monkeys can get close and aggressive if you have food a monkey climbed onto me for bananas a small batch of bananas is 20k and a big batch was 50k warning there was an ubiquitous amount of mosquitos everywhere must go,en,-0.5065705180168152,negative
"If you come to Bali for relax and take a rest from your daily activity, choose this beach area to stay. This place is quite, peaceful, not that crowded. From this beach you can watch the sunrise, early in the morning you can find a lot people walking in the beach. This beach is the right place if you want to take your children swim in the sea, because this beach is savely enough for kids cause it has wave break wall, so you won't find big wave in this place....for shopping activities : you can find a lot of souvenir shop, resto and some night club (even it is not much in other beach area)....it has jogging track a long the beach, so you can run easily in the morning. You still can find alot of boat for fishing, dog with the owner walking in the morning and people ride bikes.....from this beach you can also find public boat to across the sea to get to Nisa Penida island, Lembongan,etc.......",,digital_tourism,if you come to bali for relax and take a rest from your daily activity choose this beach area to stay this place is quite peaceful not that crowded from this beach you can watch the sunrise early in the morning you can find a lot people walking in the beach this beach is the right place if you want to take your children swim in the sea because this beach is savely enough for kids cause it has wave break wall so you won t find big wave in this place for shopping activities you can find a lot of souvenir shop resto and some night club even it is not much in other beach area it has jogging track a long the beach so you can run easily in the morning you still can find alot of boat for fishing dog with the owner walking in the morning and people ride bikes from this beach you can also find public boat to across the sea to get to nisa penida island lembongan etc,en,0.41782161593437195,positive
Even they tried to clean the beach in the morning. But not every day got lots of plastics on the beach and in the water. Locals are nice and friendly. A peaceful beach sort of.,,digital_tourism,even they tried to clean the beach in the morning but not every day got lots of plastics on the beach and in the water locals are nice and friendly a peaceful beach sort of,en,-0.4227352738380432,negative
The Mecure is a great hotel in the heart of all the things you could want in Bali. Our room was spacious and cleaned well every day. We were happy in our room. Breakfast has plenty of choice. I do have a comment though about the candles burning at breakfast eg the 4 yoghurt pots had a candle burning in the middle of them which made the yoghurt warm. Several places at the buffet had this and the serving spoon was hot to handle. Only a small thing but I thought this unnecessary near food as there was no purpose for the candles other than ambience. Could also become a hazard if someone knocked them as they were the wick in the liq d. Staff were always welcoming and friendly. I had several massages which I can highly recommend. We enjoyed the lower pool rather than the rooftop,4.0,bali_hotel,the mecure is a great hotel in the heart of all the things you could want in bali our room was spacious and cleaned well every day we were happy in our room breakfast has plenty of choice i do have a comment though about the candles burning at breakfast eg the yoghurt pots had a candle burning in the middle of them which made the yoghurt warm several places at the buffet had this and the serving spoon was hot to handle only a small thing but i thought this unnecessary near food as there was no purpose for the candles other than ambience could also become a hazard if someone knocked them as they were the wick in the liq d staff were always welcoming and friendly i had several massages which i can highly recommend we enjoyed the lower pool rather than the rooftop,en,0.0,neutral
"Pandawa beach is one of the famous beaches in Bali. It has unique reef that protect the beach from the massive waves, therefore is perfect for water activities like kayaking.
This beach is very popular with local tourists and school trips. It was so busy when we were there.
You could hire the beach chair and relax and getting your foot massage or enjoy cold beer or fresh coconut.",,digital_tourism,pandawa beach is one of the famous beaches in bali it has unique reef that protect the beach from the massive waves therefore is perfect for water activities like kayaking this beach is very popular with local tourists and school trips it was so busy when we were there you could hire the beach chair and relax and getting your foot massage or enjoy cold beer or fresh coconut,en,0.5337356328964233,positive
Best place for couples to visit . Not many people around. Enjoy your time here. Do visit other beaches too.,,digital_tourism,best place for couples to visit not many people around enjoy your time here do visit other beaches too,en,0.6782950758934021,positive
"The best hotel we’ve ever stayed in. First of all this place is so beautiful, everything super clean (they’re cleaning the room twice a day) and the view from the pool is amazing. The room stuff was super super nice and no wish was too much. Cannot recommend this hotel enough!",5.0,bali_hotel,the best hotel we ve ever stayed in first of all this place is so beautiful everything super clean they re cleaning the room twice a day and the view from the pool is amazing the room stuff was super super nice and no wish was too much cannot recommend this hotel enough,en,0.8142531514167786,positive
We went to see fire dance it look us an hour and half to reach temple from seminyak due to traffic . The views were great the seating for show was tight fit . Good value only 7 au for ticket . But be wary of the fire ending of show it can get a little dangerous fire kicker into audience so not best to sit front row .,,digital_tourism,we went to see fire dance it look us an hour and half to reach temple from seminyak due to traffic the views were great the seating for show was tight fit good value only au for ticket but be wary of the fire ending of show it can get a little dangerous fire kicker into audience so not best to sit front row,en,0.44187596440315247,positive
"While this place is touristy, it is great that these are wild animals and do as they please. Yes they are enticed by your food, but it is great to see them being cheeky in their natural setting. If you give them a banana, they'll sit on your head, grab it from you, entertain you. Wonderful place to visit.",,digital_tourism,while this place is touristy it is great that these are wild animals and do as they please yes they are enticed by your food but it is great to see them being cheeky in their natural setting if you give them a banana they ll sit on your head grab it from you entertain you wonderful place to visit,en,0.7549564242362976,positive
"if you are in bali , don't miss being there in this awesome place to witness one of the best sunsets views here in bali 
tanah lot in bahasa means the land of the ocean , one of the most famous temples here , the rock shore with the high waves complete the sight 
Food is a bet expensive there",,digital_tourism,if you are in bali don t miss being there in this awesome place to witness one of the best sunsets views here in bali tanah lot in bahasa means the land of the ocean one of the most famous temples here the rock shore with the high waves complete the sight food is a bet expensive there,en,0.657407283782959,positive
"The moment you land here, you will get thousands of tourists everywhere. But at the same time the nature's beauty will drag you to become still. Its a calm and peaceful. With evening coming closer, all cameras are waiting for a perfect click. Everyone wants to have a share of beautiful sunset at Tanah lot in his memory. the food options available here are also of variety and cheap. From Corn, fish to Coconut water, everything is tasty and worth of price.",,digital_tourism,the moment you land here you will get thousands of tourists everywhere but at the same time the nature s beauty will drag you to become still its a calm and peaceful with evening coming closer all cameras are waiting for a perfect click everyone wants to have a share of beautiful sunset at tanah lot in his memory the food options available here are also of variety and cheap from corn fish to coconut water everything is tasty and worth of price,en,0.4850565195083618,positive
they are so friendly and cute as well! you can take a lot if pictures with them! you don not have to be afraid !,,digital_tourism,they are so friendly and cute as well you can take a lot if pictures with them you don not have to be afraid,en,0.8045879006385803,positive
"Recently stayed here in a plunge pool room and everything was wonderful, the staff were friendly, great location, great value for money, extremely comfortable beds, and all the essentials. However my husband hurt his back and was unable to walk on the second day. The staff were so helpful and couldn't do enough to help us. Would highly recommend this hotel.",4.0,bali_hotel,recently stayed here in a plunge pool room and everything was wonderful the staff were friendly great location great value for money extremely comfortable beds and all the essentials however my husband hurt his back and was unable to walk on the second day the staff were so helpful and couldn t do enough to help us would highly recommend this hotel,en,0.7229242920875549,positive
This is our 4th time at anvaya and as always we are very happy. First time staying since covid and everything is how we remember very nice breakfast nice clean rooms very good size and comfortable bed. Thank you to Ayin for helping us and making sure we are always happy :) Look forward to staying again,5.0,bali_hotel,this is our 4th time at anvaya and as always we are very happy first time staying since covid and everything is how we remember very nice breakfast nice clean rooms very good size and comfortable bed thank you to ayin for helping us and making sure we are always happy look forward to staying again,en,0.8590298891067505,positive
"Scenery-wise, this is an awesome location to take in the view and pictures! However, do beware of those pesky monkeys! One of the monkeys took one of our glasses and it was later retrieved by a ""local guide"" who demanded tips! Those monkeys were probably trained by them!",,digital_tourism,scenery wise this is an awesome location to take in the view and pictures however do beware of those pesky monkeys one of the monkeys took one of our glasses and it was later retrieved by a local guide who demanded tips those monkeys were probably trained by them,en,0.0,neutral
"At first we thought we not going to see any, but just keep walking... and also mind your bags.

These cheeky little monkeys can open zippers!

Very cute seeing so many mothers with tiny babies ( which means they are happy cheeky monkeys)

They can also jump into you and you have to shake them off. They don’t scratch but they are very brazen.

Well worth the visit",,digital_tourism,at first we thought we not going to see any but just keep walking and also mind your bags these cheeky little monkeys can open zippers very cute seeing so many mothers with tiny babies which means they are happy cheeky monkeys they can also jump into you and you have to shake them off they don t scratch but they are very brazen well worth the visit,en,-0.4033714532852173,negative
"A variety of eating places with a mix of street food and table service. The beach is clean and the sea clear.
Hot during the day but plenty of beds and umbrellas to hire.",,digital_tourism,a variety of eating places with a mix of street food and table service the beach is clean and the sea clear hot during the day but plenty of beds and umbrellas to hire,en,0.5273188352584839,positive
"It is nice to see the monkeys playing and jumping into the water. I''s a nice green place, bur not worth a day of visit. An hour will do...",,digital_tourism,it is nice to see the monkeys playing and jumping into the water i s a nice green place bur not worth a day of visit an hour will do,en,0.7206226587295532,positive
"Great entertainment! Monkeys were having a ball playing and fighting with each other in the pond when we were there, amazing, leaping from the small trees into the pond etc., swimming under water... Lovely park, spectacular Banyan trees and sculptures. Take all the warnings seriously and you will be fine.",,digital_tourism,great entertainment monkeys were having a ball playing and fighting with each other in the pond when we were there amazing leaping from the small trees into the pond etc swimming under water lovely park spectacular banyan trees and sculptures take all the warnings seriously and you will be fine,en,0.6984385848045349,positive
"We stayed for 4 nights, this is definitely 5 Star we could not fault this hotel, We stayed in a Deluxe Pool Access Room (6115) The staff were excellent and the breakfast was lovely so many choices. Three pool areas plus small beach aream never felt crowded like some large hotels",5.0,bali_hotel,we stayed for nights this is definitely star we could not fault this hotel we stayed in a deluxe pool access room the staff were excellent and the breakfast was lovely so many choices three pool areas plus small beach aream never felt crowded like some large hotels,en,0.7493125796318054,positive
"I recommend this activity, BUT don't touch the monkeys!! Respect them and they'll respect you. People were in there trying to pet them, etc. and they got bit/scratched. Just grab some bananas from up front and feed them as you walk through. If they jump on your back, just don't make any sudden moves and give them a banana. Remember..be calm.",,digital_tourism,i recommend this activity but don t touch the monkeys respect them and they ll respect you people were in there trying to pet them etc and they got bit scratched just grab some bananas from up front and feed them as you walk through if they jump on your back just don t make any sudden moves and give them a banana remember be calm,en,-0.5479564666748047,negative
"We stayed here as part of a promotion from Singapore Airlines. It is located by the beach and has most of the amenities that you'd expect from a Miami Beach hotel. It isn't a great value -- the costs for food and services at the hotel are pretty high. About double of what you'd get in Bali. If you can stay here based upon a low promotional rate, it isn't bad. But if you have a choice as to where to stay, we'd recommend some small boutique hotel near Ubud or somewhere else in Bali. By the way, we did the ""romantic dinner"" at the beach one night. Not a bargain....but very nice.",,digital_tourism,we stayed here as part of a promotion from singapore airlines it is located by the beach and has most of the amenities that you d expect from a miami beach hotel it isn t a great value the costs for food and services at the hotel are pretty high about double of what you d get in bali if you can stay here based upon a low promotional rate it isn t bad but if you have a choice as to where to stay we d recommend some small boutique hotel near ubud or somewhere else in bali by the way we did the romantic dinner at the beach one night not a bargain but very nice,en,0.0,neutral
"Yes, we had to wake up at 4am, leave the hotel by 530am to get to Sanur Beach for the sunrise and all I can say, it was well worth the early morning. Sunrise was beautiful. Best to go there early to get a good spot to watch the sunrise as we were not the only ones there. There was a group of university students as well there to watch the sunrise. It wasn't that crowded when I went there but I heard there are times, the place is packed with locals and non-locals to catch the sunrise.",,digital_tourism,yes we had to wake up at 4am leave the hotel by 530am to get to sanur beach for the sunrise and all i can say it was well worth the early morning sunrise was beautiful best to go there early to get a good spot to watch the sunrise as we were not the only ones there there was a group of university students as well there to watch the sunrise it wasn t that crowded when i went there but i heard there are times the place is packed with locals and non locals to catch the sunrise,en,0.4892151951789856,positive
"This is very funny experinece. The forrest is full of monkeys from the little ones to the olds. Be very careful of your stuff they can stole your glasses, bottled water or other things in only few seconds. You can buy bananas but you can count that it will be eaten in a moment. Don't try to hide the food, monkeys are clever and always know that you have it.",,digital_tourism,this is very funny experinece the forrest is full of monkeys from the little ones to the olds be very careful of your stuff they can stole your glasses bottled water or other things in only few seconds you can buy bananas but you can count that it will be eaten in a moment don t try to hide the food monkeys are clever and always know that you have it,en,-0.3552744388580322,negative
"we were a bit worried about going to bali zoo, but we decided to do the bali zoo night tour, we are so glad we did. it was awesome.
you get picked up and dropped off at your hotel, taken to bali zoo, met with a drink and snack, view the lions up close near where you sit for a welcome drink and snack, you get to hold animals, feed animals, you have a private tour of the zoo with a small group, no crowds, you get up close and personal with the elephants, feeding and getting photos taken with them, lovely buffet dinner, and floor show.  it was a really good night for approx $90 aud, it was worth it.  
well done bali zoo and your wonderful staff.
only complaint would be that your photo prices are WAY too high, we would have bought a few if they were half the price.  you would definitely sell more if prices were lower.
everything else was great.
we will probably do this trip again",,digital_tourism,we were a bit worried about going to bali zoo but we decided to do the bali zoo night tour we are so glad we did it was awesome you get picked up and dropped off at your hotel taken to bali zoo met with a drink and snack view the lions up close near where you sit for a welcome drink and snack you get to hold animals feed animals you have a private tour of the zoo with a small group no crowds you get up close and personal with the elephants feeding and getting photos taken with them lovely buffet dinner and floor show it was a really good night for approx aud it was worth it well done bali zoo and your wonderful staff only complaint would be that your photo prices are way too high we would have bought a few if they were half the price you would definitely sell more if prices were lower everything else was great we will probably do this trip again,en,0.5056471824645996,positive
We went to the uluwatu temple in november. You get charged to enter  to find out there is actually nothing to see only a nice view. The monkeys are not nice at all and the place is really a mess! Watch the kecak dance elsewhere as it is a tourist trap to make as much money ad possible. For the amount you pay it is not worth it. Sunsets are better seen elsewhere for free! If you must go take a pillow along and an umbrella for the sun.,,digital_tourism,we went to the uluwatu temple in november you get charged to enter to find out there is actually nothing to see only a nice view the monkeys are not nice at all and the place is really a mess watch the kecak dance elsewhere as it is a tourist trap to make as much money ad possible for the amount you pay it is not worth it sunsets are better seen elsewhere for free if you must go take a pillow along and an umbrella for the sun,en,-0.6694025993347168,negative
"The beach is clean and calm. Very suitable for kids. My little boy whom is 1, enjoyed the beach so much that he refuses to the leave the beach when we wanted to have a rest in the room!",,digital_tourism,the beach is clean and calm very suitable for kids my little boy whom is enjoyed the beach so much that he refuses to the leave the beach when we wanted to have a rest in the room,en,0.46710366010665894,positive
"After doing some high altitude trekking in canada I came into this trek confident but also aware that anything could happen.

Our guide wayan radin (wayanradin@gmail.com) was amazing! Very friendly, always telling jokes, very informative, excellent english and was always close by. Made the other guide spoke less english however had a typical friendly loving balinese heart- he loved to hug! They both were very confident on the mountain and that confidence was infectious.

The hike is quite steep and in pitch black ( bring a head torch- beats carrying a torch in your hand). You will also need your hands for some climbing towards the end near the summit. My knees felt it on the way down so make sure you are sure footed.

We made it to the crater peak, would have loved to make it to the real summit (maybe the crater has better views?). I would confirm this with your guide when you go.

And lastly, ask around, the price can fluctuate greatly (from 600k to 1.5jt). sometimes cheaper isn't always better, and either is more expensive always better. If uou contact wayan directly you can skip the middle man which puts more money in your pocket, and more in a locals.

Thank you wayan, excellent trek!",,digital_tourism,after doing some high altitude trekking in canada i came into this trek confident but also aware that anything could happen our guide wayan radin wayanradin gmail com was amazing very friendly always telling jokes very informative excellent english and was always close by made the other guide spoke less english however had a typical friendly loving balinese heart he loved to hug they both were very confident on the mountain and that confidence was infectious the hike is quite steep and in pitch black bring a head torch beats carrying a torch in your hand you will also need your hands for some climbing towards the end near the summit my knees felt it on the way down so make sure you are sure footed we made it to the crater peak would have loved to make it to the real summit maybe the crater has better views i would confirm this with your guide when you go and lastly ask around the price can fluctuate greatly from 600k to 5jt sometimes cheaper isn t always better and either is more expensive always better if uou contact wayan directly you can skip the middle man which puts more money in your pocket and more in a locals thank you wayan excellent trek,en,0.5705054402351379,positive
"It is the highest temple i have ever been and i didn't regret climbing to the top! Of course i have to make a stop to take my breath from time to time but surprisingly it took me less than an hour to reach the top, that is the Lempuyang Luhur temple. There are other temple below but our goal is the top! We took a guide which we bargain for the fee, but when we reach the top we realize that he is worth it. Not only because of some big monkeys that he assist us to hush, but also for moral support. It was cloudy after we climb half way and the fog was covering below area.. About 5 min to the top, walking through the last bridge, the view takes my breath away! It was all white as far as my eyes can see and the moment was so divine that it felt like i was in heaven!! 
The temple is small, but being on the top, i just have to take more than 10 min to enjoy and be in the temple. It felt so peaceful with the sound of the bells from the priest and the worshiper chanting their holy song..
It is advisable to bring sufficient water and a bit of cookies, but if you, somehow, run out of it on the way up, no need to worry as there are many vendor selling them on the way, with double price of course. But when you''ve been up, i bet you don't mind to pay.",,digital_tourism,it is the highest temple i have ever been and i didn t regret climbing to the top of course i have to make a stop to take my breath from time to time but surprisingly it took me less than an hour to reach the top that is the lempuyang luhur temple there are other temple below but our goal is the top we took a guide which we bargain for the fee but when we reach the top we realize that he is worth it not only because of some big monkeys that he assist us to hush but also for moral support it was cloudy after we climb half way and the fog was covering below area about min to the top walking through the last bridge the view takes my breath away it was all white as far as my eyes can see and the moment was so divine that it felt like i was in heaven the temple is small but being on the top i just have to take more than min to enjoy and be in the temple it felt so peaceful with the sound of the bells from the priest and the worshiper chanting their holy song it is advisable to bring sufficient water and a bit of cookies but if you somehow run out of it on the way up no need to worry as there are many vendor selling them on the way with double price of course but when you ve been up i bet you don t mind to pay,en,0.3813802897930145,positive
"so the monkeys are handsy and i did see a monkey grab stuff from another visitor, so be careful with valuable stuff, (being accident prone, i took off my earrings)

the monkey forest was walk as expected and doted around was interestingly carved statues.",,digital_tourism,so the monkeys are handsy and i did see a monkey grab stuff from another visitor so be careful with valuable stuff being accident prone i took off my earrings the monkey forest was walk as expected and doted around was interestingly carved statues,en,-0.5765125751495361,negative
"There are several smelly sewerage inlets into the sea which you have to paddle through as you walk down the beach. Beach sellers are persistent.

Plenty of paid sun beds to use, clean sand, plenty of snack bars. Lots of places not suitable for swimming due to red flags.",,digital_tourism,there are several smelly sewerage inlets into the sea which you have to paddle through as you walk down the beach beach sellers are persistent plenty of paid sun beds to use clean sand plenty of snack bars lots of places not suitable for swimming due to red flags,en,-0.9021328687667847,negative
"Per person the cost is 40000rupiah.not worth the cost. Try to keep ur waterbottle inside ur bags(they will snatch it). Stalls are selling banana for monkeys, u can buy them and feed the monkey. Rest room is at the entrance only. Monkeys are cute with little mustache like hair in their face.",,digital_tourism,per person the cost is 40000rupiah not worth the cost try to keep ur waterbottle inside ur bags they will snatch it stalls are selling banana for monkeys u can buy them and feed the monkey rest room is at the entrance only monkeys are cute with little mustache like hair in their face,en,-0.837188184261322,negative
Don't go to close to take epic pictures. It cost me a pair of Oakley's. Don't stop where the masses stop to take pictures. The actual devils tears are another minute walk.,,digital_tourism,don t go to close to take epic pictures it cost me a pair of oakley s don t stop where the masses stop to take pictures the actual devils tears are another minute walk,en,-0.9318370819091797,negative
"You'll see monkeys at play, gathering as families, and generally getting on with their lives, in a natural, beautiful habitat.

Abide by the rules, I didn't on my previous visit and got a bite on the backside, but this time was stress free.

There are plenty of officials keeping an eye on things.",,digital_tourism,you ll see monkeys at play gathering as families and generally getting on with their lives in a natural beautiful habitat abide by the rules i didn t on my previous visit and got a bite on the backside but this time was stress free there are plenty of officials keeping an eye on things,en,-0.3631139099597931,negative
"We truly enjoyed feeding the monkeys but you do need to remember they are wild and can bite if you make them mad. We had one mature male monkey get aggressive because it wanted the bananas we purchased. We gave him one but that wasn't enough, he wanted them all. Finally my son hid them in my purse to try to get rid of him but they are too smart for that. Next thing I know my purse is being pulled away from me and I am in a tug of war with the monkey. Eventually one of the personnel that work there came and made the monkey go away. Then we had a great time feeding the smaller monkeys. My son even had a little monkey come up to his leg and start softly pulling on his leg hairs to groom him like the monkeys do to each other. It was so sweet!",,digital_tourism,we truly enjoyed feeding the monkeys but you do need to remember they are wild and can bite if you make them mad we had one mature male monkey get aggressive because it wanted the bananas we purchased we gave him one but that wasn t enough he wanted them all finally my son hid them in my purse to try to get rid of him but they are too smart for that next thing i know my purse is being pulled away from me and i am in a tug of war with the monkey eventually one of the personnel that work there came and made the monkey go away then we had a great time feeding the smaller monkeys my son even had a little monkey come up to his leg and start softly pulling on his leg hairs to groom him like the monkeys do to each other it was so sweet,en,-0.6071985960006714,negative
"Loved this place, had a great time wandering around for an hour or so and feeding the monkeys. They climbed all over me which I loved. Had a coup,e of babies grooming my beard! One little bugger did pinch my wife's sunglasses and climbed a tree to try them on. Eventually got board and dropped them so we got them back and made for a fun story and great picture. Well worth the time.",,digital_tourism,loved this place had a great time wandering around for an hour or so and feeding the monkeys they climbed all over me which i loved had a coup e of babies grooming my beard one little bugger did pinch my wife s sunglasses and climbed a tree to try them on eventually got board and dropped them so we got them back and made for a fun story and great picture well worth the time,en,0.5843801498413086,positive
"One of the main attractions of Bali. A very beautiful place to walk, a large area, and the monkeys will not let you get bored. Entrance 80k IDR per person. I definitely recommend.",,digital_tourism,one of the main attractions of bali a very beautiful place to walk a large area and the monkeys will not let you get bored entrance 80k idr per person i definitely recommend,en,0.6972898840904236,positive
